DG,PAA LVL2,PAA LVL3,TYPE,Titre/Title,Organisation,Chercheur principal/Principal Investigator,QUESTION, Réponse/Answer,Nb, Texte/Text, Thème/Theme,FY
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,"CARISMA - Magnetic Induction Coils (CARMIC), and CARISMA - Next GENeration Autonomous Magnetometer Array (CARNGEN)",University of Alberta,"Milling, David Keith",Autres,,38,"AlbertaSat and Ex-Alta-1 featured in 7 minute movie presentation made by WebsEdge and shown to the around 22,000 attendees at the Fall AGU Meeting in New Orleans in Dec. 2017. 

Available on youtube at: 

https://www.youtube.com/watch?v=XfzXycFSZY0&index=27&t=0s&list=PLGVe6BxyFHNUeFoIb7ia7jYFOnTRYo86a

37x Outreach presentations/sessions reaching 941 students in elementary and secondary education.",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Adaptive High-Order Magnetosphere Simulation Module for Space Weather,University of Waterloo,"De Sterck, Hans",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Adaptive High-Order Magnetosphere Simulation Module for Space Weather,University of Waterloo,"De Sterck, Hans",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,10,"L. Freret, High-Order Finite-Volume Scheme with Anisotropic Adaptive Mesh Refinement: Efficient Inexact Newton Method for Steady Three-Dimensional Flows, 23rd AIAA Computational Fluid Dynamics Conference, Denver, Colorado, U.S.A., June 5-9, 2017.

N. Narechania, Block-Based Anisotropic AMR with A Posteriori Adjoint-Based Error Estimation for Three-Dimensional Inviscid and Viscous Flows, 23rd AIAA Computational Fluid Dynamics Conference, Denver, Colorado, U.S.A., June 5-9, 2017.

L. Freret, A High-Order Finite- Volume Method with Anisotropic AMR for Ideal MHD Flows, AIAA Paper 2017-0845, January 2017.

L. Freret, C. P. T. Groth, T. B. Nguyen, and H. De Sterck, High-Order Finite-Volume Scheme with Anisotropic Adaptive Mesh Refinement: Efficient Inexact Newton Method for Steady Three-Dimensional Flows"", Proceedings of the 25th Annual Conference of the CFD Society of Canada, Windsor, Ontario, Canada, June 18-20, 2017, paper 414, 2017.

N. Narechania, L. Freret, and C. P. T. Groth, Block-Based Anisotropic AMR with A Posteriori Adjoint-Based Error Estimation for Three-Dimensional Inviscid and Viscous Flows, Proceedings of the 25th Annual Conference of
the CFD Society of Canada, Windsor, Ontario, Canada, June 18-20, 2017, paper 412, 2017.

N. Narechania, L. Freret, and C. P. T. Groth, Block-Based Anisotropic AMR with A Posteriori Adjoint-Based Error Estimation for Three-Dimensional Inviscid and Viscous Flows, Proceedings of the CASI 63rd Aeronautics Conference (AERO 2017), Toronto, Ontario, Canada, May 16-18, 2017,
paper 61, 2017.

C. P. T. Groth, L. Freret, and H. De Sterck, ""High-Order Finite-Volume Method with Anisotropic Block-Based AMR"", Third Canadian Symposium in Numerical Analysis and Scientific Computing (CSNASC), Halifax, Nova Scotia, Canada, July 17-21, 2017 (invited).

L. Freret, L. Ivan, H. De Sterck, and C. P. T. Groth, ""A High-Order Finite-Volume Scheme With Anisotropic Block-Based Adaptive Mesh Refinement for Ideal MHD"", Atelier Solaire Canadien / Canadian Solar Workshop 2017, Station de Biologie des Laurentides, University of Montreal, Quebec, Canada, November 3-4, 2017.

N. Narechania, L. Nikolic, L. Freret, H. De Sterck, and C. P. T. Groth, ""Coupled Solar Wind-MHD Model for Forecast of Solar Wind Propagation"", Atelier Solaire Canadien / Canadian Solar Workshop 2017, Station de Biologie des Laurentides, University of Montreal, Quebec, Canada, November 3-4, 2017.

Robert Rankin, Ring Current Ion Acceleration Due to Drift-Bounce Resonance With ULF Waves (Invited), AGU Chapman Conference on Dayside Magnetosphere Interactions, Chengdu, China, July 10-14, 2017.",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Canadian Geomagnetic Variability (GO-CGV),University of Calgary,"Jackel, Brian",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Non,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Geospace Observatory Canada Energetic Particle Precipitation Model (GO-EPM),University of Calgary,"Cully, Christopher",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Geospace Observatory Canada Energetic Particle Precipitation Model (GO-EPM),University of Calgary,"Cully, Christopher",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,3,"1. Energetic Precipitation and the ABOVE2 Stratospheric Balloon Flights/Cully/URSI/Aug 2017
2. Characteristics of Subionospheric VLF Signal Propagation during Energetic Electron Injections/Ghaffari/URSI/Aug 2017
3. Computational Model of D-Region Ion Production Caused by Energetic Electron Precipitations Based on General Monte Carlo Transport Calculations/ Kouznetsov/ AGU / Dec 2017",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,A GNSS Auroral Space Weather Product (GASP) - Quantifying Auroral Effects of Global Navigation Satellite Systems,University of Calgary,"Spanswick, Emma",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,A GNSS Auroral Space Weather Product (GASP) - Quantifying Auroral Effects of Global Navigation Satellite Systems,University of Calgary,"Spanswick, Emma",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,1,"On the relation between GNSS phase scintillation and auroral brightness around satellite's IPP, Sajan Mushini, AGU, 2017",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Substorm Triggering and Advances in Large GIC Specification and Forecasting Using GO Canada Data,University of Alberta,"Milling, David Keith",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Substorm Triggering and Advances in Large GIC Specification and Forecasting Using GO Canada Data,University of Alberta,"Milling, David Keith",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,11,"Evidence of Ubiquitous Large-Amplitude Alfven waves in the Global Field-Aligned Current System/ I.P. Pakhotin/ AGU Fall Meeting, New Orleans/ 15-Dec-17

Evidence of in-situ intense localised magnetic perturbations screened from ground observations by Biot-Savart integration - M-I energy coupling at multiple scales/ I.R. Mann/ ULTIMA Meeting, New Orleans/ 10-Dec-17

Magnetic measurements in space and on the ground - local and global disturbances/ I.P. Pakhotin/ e-POP Science Team Meeting, Saskatoon/ 22-Feb-18

An assessment of the spatial scales of second-minute scale dB/dt magnetic disturbances driving GICs: What spatial density of ground magnetometer stations is needed for GIC monitoring?/ S. Dimitrakoudis/ European Space Weather Week, Ostend/ 01-Dec-17	

Alfv‚nic Dynamics and Fine Structuring of Discrete Auroral Arcs: Swarm and e-POP Observations/D. Miles/ Fall AGU Meeting/New Orleans, USA/14-Dec-17

Fluxgate Magnetometry on the Experimental Albertan Satellite #1 (Ex-Alta-1) CubeSat Mission: Steps Toward a Magnetospheric Constellation Mission/I. R. Mann/Fall AGU Meeting/New Orleans, USA/13-Dec-17

IAU TOWN HALL: United Nations Expert Group on Space Weather: Strategy for Developing an International Framework for Space Weather Services (2018-2030)/I. R. Mann/IAU Symposium 335: Space Weather of the Heliosphere: Processes and Forecasts/Exeter, UK/18-Jul-20

COPUOS Space Weather Guidelines and Expert Team/I. R. Mann/ The United Nations/United States of America Workshop on the International Space Weather Initiative: The Decade after the International Heliophysical Year 2007/Boston, USA/1-Aug-17

United Nations Expert Group on Space Weather: Strategy for Developing an International Framework for Space Weather Services (2018-2030)/I.R. Mann/ EGU General Assembly 2017/Vienna/24-Apri-17

Meet the Experts - The Future of Solar-Terrestrial Research/I.R. Mann/EGU General Assembly 2017/Vienna/26-Apri-17

Town Hall United Nations Expert Group on Space Weather: Strategy for Developing an International Framework for Space Weather Services/I. R. Mann/Chapman Conference on Dayside Magnetosphere Interactions/Chengdu, China/11-Jul-17",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,"Ground-based signatures of energy input by ULF waves to the ionosphere, thermosphere, and radiation belts",University of Alberta,"Rankin, Robert",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,"Ground-based signatures of energy input by ULF waves to the ionosphere, thermosphere, and radiation belts",University of Alberta,"Rankin, Robert",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,15,"D. Sydorenko, 3D simulation of propagation of EMIC waves in Earth?s magnetosphere and ionosphere, paper BGH1-2, USNC-URSI National Radio Science Meeting, 4-7 January 2018, Boulder, Colorado, USA.

R. Rankin, Pitch Angle Dependence of Drift Resonant Ions Observed by the Van Allen Probes, paper SM13F-06:2017, AGU Fall Meeting, New Orleans, 11-15 December 2017.

R. Rankin,  Wave-Particle Interaction and Global ULF Wave Model, NSF mini-GEM Meeting, December 10, 2017, San Francisco, California, USA.

A. Degeling, Modeling and observations of ULF waves trapped in a plasmaspheric density plume, paper SM41D-06:2017, AGU Fall Meeting, New Orleans, 11-15 December 2017.

Y. Hao, Relativistic electron dynamics produced by azimuthally localized poloidal mode ULF waves: Boomerang-shaped pitch angle evolutions, paper SM11B:2017, AGU Fall Meeting, New Orleans, 11-15 December 2017.

R. Rankin, Drift and Drift-Bounce Resonance Between Ions and Poloidal Mode ULF Waves, paper ST05-15-A017, AOGS 2017, Singapore, August 6-11, 2017.

R. Rankin, AGU Chapman Conference on Dayside Magnetosphere Interactions, Chengdu, 10-14 July, 2017.

J. Ren, Phase Relationship between ULF Waves and Drift-bounce Resonant Ions: A Statistical Study, AGU Chapman Conference on Dayside Magnetosphere Interactions, Chengdu, 10-14 July, 2017.

A. Degeling, Modeling the Effect of a Plasmaspheric Drainage Plume on ULF Wave Power Accessibility and Radiation Belt Electron Energization in Earth's Magnetosphere, AGU Chapman Conference on Dayside Magnetosphere Interactions, Chengdu, 10-14 July, 2017.

Y. Hao, Pitch angle ?Boomerang? evolution of relativistic electrons: ULF wave modulation, AGU Chapman Conference on Dayside Magnetosphere Interactions, Chengdu, 10-14 July, 2017.

L. Li, Charged Particle Behavior in Localized Ultralow Frequency Waves: Theory and Observations, AGU Chapman Conference on Dayside Magnetosphere Interactions, Chengdu, 10-14 July, 2017.

R. Rankin, Ring Current Ion Acceleration Due to Drift-Bounce Resonance With ULF Waves, AGU Chapman Conference on Dayside Magnetosphere Interactions, Chengdu, 10-14 July, 2017.

R. Rankin, Test Particle Simulation of the Pitch Angle Response of Ions to ULF Waves: Van Allen Probes Observations and Formation of Butterfly Distributions, AGU Chapman Conference on Particle Dynamics in the Earth?s Radiation Belts, Cascais, Portugal, 4-9 March, 2018.

A. Degeling, Direct Modulation of Electron Precipitation by ULF waves, AGU Chapman Conference on Particle Dynamics in the Earth?s Radiation Belts, Cascais, Portugal, 4-9 March, 2018.

R. Rankin, ULF Waves and Radiation Belt Ion Dynamics, Fundamental Physical Processes in Solar-Terrestrial Research and their Relevance to Planetary Physics, Kona, Hawaii, 7-13 January 2018.",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Improved Space Weather Radiation Belt Radiation Specification and Forecasting Using GO Canada Data,University of Alberta,"Mann, Ian",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Improved Space Weather Radiation Belt Radiation Specification and Forecasting Using GO Canada Data,University of Alberta,"Mann, Ian",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,26,"Evidence of in-situ intense localised magnetic perturbations screened from ground observations by Biot-Savart integration - M-I energy coupling at multiple scales/ I.R. Mann/ ULTIMA Meeting, New Orleans/ 10-Dec-17

Evidence of Ubiquitous Large-Amplitude Alfven waves in the Global Field-Aligned Current System/ I.P. Pakhotin/ AGU Fall Meeting, New Orleans/ 15-Dec-17

Magnetic measurements in space and on the ground - local and global disturbances/ I.P. Pakhotin/	e-POP Science Team Meeting, Saskatoon/ 22-Feb-18

On the Causality of Chorus Wave Acceleration: A Remarkable Correlation Between Storm-time ULF wave Power Profiles and the POES VLF Chorus Wave Proxy/ S. Dimitrakoudis/ AGU Chapman Conference, Portugal/ 05-Mar-18

Analysis of the Flux Drop Out during the March 2013 Storm/ L . Ozeke/ Mini GEM, San Fransisco/ 10-Dec-17

Using global ULTIMA data to Specify ULF wave radial diffusion coefficients / L. Ozeke/ Mini GEM, San Fransisco/ 10-Dec-17

Explaining the Diverse Response of the Ultra-relativistic Van Allen Radiation Belt to Solar Wind Forcing/ I.R. Mann/ AGU Chapman Conference, Portugal/ 05-Mar-18

Identifying the cause of outer radiation belt flux enhancements: The importance of accounting for uncertainties in and the K-dependence of the electron phase space density./L.G.Ozeke/AGU Chapman Conference, Portugal/ 09-Mar-18

Explaining the diverse response of ultra-relativistic Van Allen belt electrons to solar wind forcing/ I. R. Mann/EGU General Assembly 2017/Vienna/24-Apri-17

ULF wave penetration in the inner magnetosphere related to radiation belt electron acceleration and losses: Observations and model simulations/M. Georgiou/ EGU General Assembly 2017/Vienna/25-Apri-17

Explaining the Diverse Response of the Ultra-relativistic Van Allen Radiation Belt to Solar Wind Forcing/ I. R. Mann/Fall AGU Meeting/New Orleans, USA/11-Dec-17

Storm-time radiation belt electron dynamics: Repeatability in the outer radiation belt/K. Murphy/ Fall AGU Meeting/New Orleans, USA/13-Dec-17

United Nations Expert Group on Space Weather: Strategy for Developing an International Framework for Space Weather Services (2018-2030)/I.R. Mann/ EGU General Assembly 2017/Vienna/24-Apri-17

Meet the Experts - The Future of Solar-Terrestrial Research/I.R. Mann/EGU General Assembly 2017/Vienna/26-Apri-17

Town Hall United Nations Expert Group on Space Weather: Strategy for Developing an International Framework for Space Weather Services/I. R. Mann/Chapman Conference on Dayside Magnetosphere Interactions/Chengdu, China/11-Jul-17

Explaining the diverse response of ultra-relativistic Van Allen belt electrons to solar wind forcing with ULF wave transport/ I. R. Mann/Chapman Conference on Dayside Magnetosphere Interactions/Chengdu, China/11-Jul-17

On the Elegant Dynamics of the Ultra-relativistic Van Allen Radiation Belt: How ULF Wave Transport Explains an Apparently Diverse Response to Solar Wind Forcing/I. R. Mann/IAU Symposium 335: Space Weather of the Heliosphere: Processes and Forecasts/Exeter, UK/18-Jul-17

IAU TOWN HALL: United Nations Expert Group on Space Weather: Strategy for Developing an International Framework for Space Weather Services (2018-2030)/I. R. Mann/IAU Symposium 335: Space Weather of the Heliosphere: Processes and Forecasts/Exeter, UK/18-Jul-20

COPUOS Space Weather Guidelines and Expert Team/I. R. Mann/ The United Nations/United States of America Workshop on the International Space Weather Initiative: The Decade after the International Heliophysical Year 2007/Boston, USA/1-Aug-17

On Energy-Dependent Electron Dynamics Related to Magnetopause Shadowing and Recovery: From Ultra-relativistic multi-MeV to keV Energies/I. R. Mann/International Conference on Substorms 13/Portsmouth USA/27-Sept-17

Development of an International Framework Space Weather Services for UNISPACE+50 in the context of the Space2030 agenda/I.R. Mann/United Nations-UAE High Level Forum/Dubai, UAE/7-Nov-17

EMIC wave events",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Modeling substorm dipolarization and energetic particle precipitation in the ionosphere,University of Calgary,"Donovan, Eric",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Modeling substorm dipolarization and energetic particle precipitation in the ionosphere,University of Calgary,"Donovan, Eric",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,9,"Electron Injections Caused by a Dipolarization Flux Bundle, G. Kalugin, K.Kabin, E. F. Donovan, E. L. Spanswick, American Geophysical Union Annual Meeting, New Orleans, Louisiana, December 2017.

Threshold energy for confinement of charged particles by an axisymmetric magnetic field, K. Kabin, G. Kalugin, E. F. Donovan, E. L. Spanswick, American Geophysical Union Annual Meeting, New Orleans, Louisiana, December 2017.

Modeling substorm injections, K. Kabin, G. Kalugin, E. F. Donovan, E. L. Spanswick, IAPSO-IAMAS-IAGA joint assembly, Cape Town, South Africa, August 2017

Modeling energetic particles generated by substorm dipolarizations, K. Kabin, G. Kalugin, E. F. Donovan, E. L. Spanswick, Joint meeting of the Japanese Geoscience Union and American Geophysical Union, Chiba, Japan, May 2017.

Modelling magnetotail fields and particle injections associated with dipolarizations, colloquium at Kyushu University, Department of Earth and Planetary Sciences, Fukuoka, Japan, May 2017. Invited.

Modelling magnetotail fields and particle injections associated with dipolarizations, Princeton Plasma Physics Laboratory Theory Seminar, Princeton, New Jersey, May 2017. Invited.

Particle energization by substorm dipolarizations, K. Kabin, G. Kalugin, E. F. Donovan, E. L. Spanswick, European Geophysical Union Meeting, Vienna, Austria, April 2017.

Modeling particle injections during magnetospheric substorm by a propagating earthward electromagnetic pulse, G. Kalugin, K. Kabin, E. F. Donovan, E. L. Spanswick, American Geophysical Union Annual Meeting, San Francisco, California, December 2016.

Particle injections associated with magnetotail dipolarizations, K. Kabin, G. Kalugin, E. F. Donovan, E. L. Spanswick, American Geophysical Union Annual Meeting, San Francisco, California, December 2016",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Modeling substorm dipolarization and energetic particle precipitation in the ionosphere,University of Calgary,"Donovan, Eric",Nombre d'expos‚s aux MDIAS/ PUBLIC GNRAL,,0,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Modeling substorm dipolarization and energetic particle precipitation in the ionosphere,University of Calgary,"Donovan, Eric",Autres,,0,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Canadian Arctic ACE/OSIRIS Validation Campaign: Extended Phase-E Validation for 2015-2017,University of Toronto,"Walker, Kaley",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Earth System Science,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Canadian Arctic ACE/OSIRIS Validation Campaign: Extended Phase-E Validation for 2015-2017,University of Toronto,"Walker, Kaley",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,63,See listing,Earth System Science,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,"SWARM On-Orbit Calibration, Validation and Science Exploitation",University of Calgary,"Knudsen, David",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,"SWARM On-Orbit Calibration, Validation and Science Exploitation",University of Calgary,"Knudsen, David",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,26,"D. Knudsen. Auroral Science with Swarm. CAP Congress, June 2017, Kingston, ON, Canada.

R. Marchand, Plasma induced magnetic effects on the Swarm satellites. CAP Congress, June 2017, Kingston, ON, Canada.

J. Burchill,  Along-track flow estimates from the Swarm Langmuir Probes, CAP Congress, June 2017, Kingston, ON, Canada.

Jiashu Wu, Swarm Observation of Field-Aligned Currents in Multiple Arc System, NSF/CEDAR Workshop, Keystone, Colorado, 19-23 June 2017,  2nd Prize, Student Competition, I-T Posters.  Poster MITC-09.

Knudsen, D.J., Scientific Results from the Swarm Electric Field Instruments (EFIs), IAPSO-IAMAS-IAGA Joint Assembly, Cape Town, South Africa, 1 September 2017. (INVITED) 

M. Gillies, Utilizing field-aligned current profiles derived from Swarm to estimate the peak emission height of 630 nm auroral arcs: A comparison of methods and discussion of associated error estimates in the ASI data (poster). Fall Meeting of the AGU, 11-15 December 2017, New Orleans, United States.

Burchill, J.K. (2017). Status of EFI TII scientific operations and data processing. Swarm 7th Data Quality Workshop, Delft, Netherlands   24-27 October 2017.

Burchill, J.K., J. van Irsel, D.J. Knudsen. (2017). Multi-scale investigation of low-altitude ion upflow and electron temperature correlation in the cusp/cleft ionospher (poster). Fall Meeting of the AGU, 11-15 December 2017, New Orleans, United States.

Enck, R., J.K. Burchill (2017). The TII imaging anomaly:  status and outlook. Swarm 7th Data Quality Workshop, Delft, Netherlands   24-27 October 2017.

Fenrich, F.R., M. Gillies, E. Donvoan, D.J. Knudsen. (2017). An Analysis of Two-Dimensional Field Line Resonance Flows, Field-Aligned Currents and Periodic Auroral Arcs (poster). Fall Meeting of the AGU, 11-15 December 2017, New Orleans, United States.

Gallardo-Lacourt, B., Y. Nishimura, E. Donovan, D.M. Gillies, E. Spanswick, W.E. Archer, E. MacDonald, D.J. Knudsen. (2017). On the location of Steve, the mysterious subauroral feature (poster). Fall Meeting of the AGU, 11-15 December 2017, New Orleans, United States.

Knudsen, D.J., J.K. Burchill (presenter), S. Buchert. (2017). Swarm EFI Science Highlights from the past year. Swarm 7th Data Quality Workshop, Delft, Netherlands 24-27 October 2017.

Koustov, A.V., J.K. Burchill. (2017). Swarm-A cross-track ion drifts, SuperDARN velocities and advantages of combining the data. Swarm 7th Data Quality Workshop, Delft, Netherlands, 24-27 October 2017.

Kouznetsov, A. (2017). EFI TII cross-track flow data validation. Swarm 7th Data Quality Workshop, Delft, Netherlands, 24-27 October 2017.

Lomidze, L., D.J. Knudsen, J.K. Burchill, A. Kouznetsov. (2017). Estimation of ion temperatures in the ionosphere using Swarm Langmuir Probe data and a physics-based model (poster). Fall Meeting of the AGU, 11-15 December 2017, New Orleans, United States.

Marghitu, O. (2017). On the validation and optimization of TII electric field data with emphasis on 1-D events. Swarm 7th Data Quality Workshop, Delft, Netherlands   24-27 October 2017.

Rodriguez-Zuluaga, J. (2017). Low-latitude EFI TII electric fields during postsunset equatorial plasma depletions. Swarm 7th Data Quality Workshop, Delft, Netherlands,   24-27 October 2017.

Shen, Y., D.J. Knudsen, J.K. Burchill, A.D. Howarth, A.W. Yau, G. James, D. Miles, L.L. Cogger, G.W. Perry. (2017). Low-altitude ion heating with downflowing and upflowing ions. Fall Meeting of the AGU, 11-15 December 2017, New Orleans, United States.

Wu, J., D.J. Knudsen, M. Gillies, E. Donovan, J.K. Burchill. (2017). Swarm observation of field-aligned current and electric field in multiple arc systems (poster). Fall Meeting of the AGU, 11-15 December 2017, New Orleans, United States.

Archer, W. and D.J. Knudsen. (2018). Auroral flows are not subauroral flows. ePOP Science Team Meeting #18, 21-23 February 2018, Saskatoon.

Knudsen, D.J. (2018). Swarm EFI Science Update. ePOP Science Team Meetin",Science Soleil-Terre,2017/2018
UTIL,"1.1.3 - SPACE DATA, IMAGERY AND SERVICES UTILIZATION DEVELOPMENT",1.1.3.1 - EARTH OBSERVATION DATA AND IMAGERY UTILIZATION,S&C,D‚terminants urbains de la sant‚ issus de donn‚es d?observation de la Terre,Universit‚ du Qu‚bec … Montr‚al,"Baudouin, Yves",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Earth System Science,2017/2018
UTIL,"1.1.3 - SPACE DATA, IMAGERY AND SERVICES UTILIZATION DEVELOPMENT",1.1.3.1 - EARTH OBSERVATION DATA AND IMAGERY UTILIZATION,S&C,D‚terminants urbains de la sant‚ issus de donn‚es d?observation de la Terre,Universit‚ du Qu‚bec … Montr‚al,"Baudouin, Yves",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,5,"DTERMINANTS URBAINS DE LA SANT ISSUS DE DONNES D?OBSERVATION DE LA TERRE,  Baudouin Y., Colloque AGMQ 2017. Dans le cadre de SOT 2017 Les technologies d'observation de la terre appliqu‚es au monde municipal et r‚gional. 22 juin 2017.
ACQUISITION ET TRAITEMENT DES IMAGERIES HYPERSPECTRALES DE HAUTE RSOLUTION POUR LA CARTOGRAPHIE DES ×LOTS DE CHALEUR ET DES MICROPARTICULES DE MONTRAL,  Baudouin Y., Cavayas F. et  Mongeau R.,  Colloque AGMQ 2017. Dans le cadre de SOT 2017 Les technologies d'observation de la terre appliqu‚es au monde municipal et r‚gional. 22 juin 2017.
UNE NOUVELLE MTHODE DE DROULEMENT DE PHASE INTERFROMTRIQUE BASE SUR UNE MINIMISATION DE L'NERGIE · PARTIR D'UNE MODLISATION CONTEXTUELLE, Tlili A.,  Cavayas F., 2017,  Symposium Canadien de T‚l‚d‚tection, Sommet d?OT, Montr‚al 20-22 juin, 2017.
2017, EXTRACTION DES INFORMATIONS SUR LA MORPHOLOGIE DES MILIEUX URBAINS PAR ANALYSE DES IMAGES RADARS INTERFROMTRIQUES,   Aubrun M. et  Cavayas F., Symposium Canadien de T‚l‚d‚tection, Sommet d?OT, Montr‚al 20-22 juin, 2017.
CORRECTION DES EFFETS CARDINAUX SUR LES IMAGES SAR QUADPOL PORTANT SUR LE MILIEU URBAIN : COMPARAISON DES MTHODES BASES SUR LES DCOMPOSITIONS POLARIMTRIQUES ET DES FONCTIONS DE COMPENSATIONS RELATIVES · L?ANGLE AZIMUTAL DES OBJETS, Codjia C., Bouroubi Y, Gosselkin G. et Cavayas F., 2017, Symposium Canadien de T‚l‚d‚tection, Sommet d?OT, Montr‚al 20-22 juin, 2017.",Earth System Science,2017/2018
UTIL,"1.1.3 - SPACE DATA, IMAGERY AND SERVICES UTILIZATION DEVELOPMENT",1.1.3.1 - EARTH OBSERVATION DATA AND IMAGERY UTILIZATION,S&C,D‚terminants urbains de la sant‚ issus de donn‚es d?observation de la Terre,Universit‚ du Qu‚bec … Montr‚al,"Baudouin, Yves",Autres,,2,"HW-2: ONE EARTH ONE HEALTH WORKSHOP: CONTEXT AND SCIENCE/ ATELIER UNE PLANÔTE UNE SANT: CONTEXTE ET SCIENCE, Organis‚ par  Aub‚ G.  et  Brazeau S., Participation … l'Atelier Une planŠte une sant‚ dans le cadre du Sommet sur l?Observation de la Terre 2017,  Cavayas F., Baudouin Y. et Martin P. (Env. Canada, partenaire dans le projet).
HW-3: ONE EARTH ONE HEALTH WORKSHOP: SCIENCE/ ATELIER UNE PLANÔTE UNE SANT: SCIENCE, Organis‚ par Ludwig A. et  Vignolles C.,  Participation … l'Atelier Une planŠte une sant‚ dans le cadre du  Sommet sur l?Observation de la Terre 2017,  Cavayas F., Baudouin Y. et Martin P. (Env. Canada, partenaire dans le projet).",Earth System Science,2017/2018
